"lon","lat","source","color","data_evento","data_fine_traiettoria","meteo","recettore","data_inizio_traiettoria","uid","geometry"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2019-10-20 19:09:00","2019-10-20 18:09:00","eni","R1","2019-10-20 16:09:00",0,"POLYGON ((10.31505733402789 43.58873119618216, 10.31530187481169 43.58897164020063, 10.32604888115645 43.58745853798531, 10.32606156684582 43.58743268392303, 10.32615213920444 43.58716900673786, 10.31505733402789 43.58873119618216))"
10.320025,43.587928999999995,"Depositi Costieri del Tirreno","#0000ff","2019-10-20 19:09:00","2019-10-20 18:09:00","eni","R1","2019-10-20 16:09:00",0,"POLYGON ((10.32250543607815 43.587929, 10.32249349210046 43.58775171213788, 10.32248013270504 43.58768603878137, 10.31762250247105 43.58837001101477, 10.31765137066661 43.58845405051323, 10.31773337587569 43.5886211761578, 10.31773820537803 43.58862862214901, 10.32250350239898 43.58795770215066, 10.32250543607815 43.587929))"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2019-10-20 19:09:00","2019-10-20 18:09:00","eni","R1","2019-10-20 16:09:00",0,"POLYGON ((10.35049684375988 43.5846981791551, 10.35037308234166 43.58444595235777, 10.34562458791362 43.58543359465334, 10.33004758365087 43.58662051380822, 10.3262439284839 43.58715608246914, 10.32623194220357 43.58733400000001, 10.32623853342155 43.58743183629246, 10.33011825579971 43.58688559891836, 10.34566331521032 43.58570214007664, 10.35049684375988 43.5846981791551))"
10.321111111111101,43.5884722222222,"Toscopetrol","#abffc2","2019-10-20 19:09:00","2019-10-20 18:09:00","eni","R1","2019-10-20 16:09:00",0,"POLYGON ((10.32376125819933 43.58778061906103, 10.32371473870001 43.58768581372817, 10.32361155554886 43.58752673027657, 10.31830633793692 43.5882737244618, 10.3182929649164 43.5884722222222, 10.31829819009094 43.58854978027598, 10.32376125819933 43.58778061906103))"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2019-10-17 22:58:00","2019-10-17 21:58:00","lamma","R1","2019-10-17 19:58:00",0,"POLYGON ((10.32503326422327 43.58335801889574, 10.32491963732505 43.58324629557666, 10.32477531494275 43.58313017716005, 10.31403713615244 43.58521788128589, 10.31403118844451 43.58523519644593, 10.31397344421453 43.58551906943177, 10.31406401810935 43.58548707224864, 10.32503326422327 43.58335801889574))"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2019-10-17 22:58:00","2019-10-17 21:58:00","lamma","R1","2019-10-17 19:58:00",0,"POLYGON ((10.34516800584574 43.57965873509026, 10.34471758471446 43.57946186850366, 10.32958687178028 43.58219471992307, 10.32819386914072 43.58246554586243, 10.3279209930015 43.58279753109433, 10.32968272490481 43.58245559134964, 10.34516800584574 43.57965873509026))"
10.316178,43.583814000000004,"Depositi Neri","#00ffff","2019-10-17 22:58:00","2019-10-17 21:58:00","lamma","R1","2019-10-17 19:58:00",0,"POLYGON ((10.31448223909754 43.58513134489335, 10.31460453557559 43.58521217760661, 10.31480003775049 43.58531791522837, 10.31484170628661 43.58533612845505, 10.31837610727391 43.58465012613598, 10.31846946747473 43.58450617615781, 10.31855083799349 43.58434033266797, 10.31448223909754 43.58513134489335))"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2019-10-20 17:00:00","2019-10-20 16:00:00","eni","R1","2019-10-20 14:00:00",0,"POLYGON ((10.31608332989978 43.58955311859285, 10.31618176474656 43.58961817730332, 10.31644426720154 43.5897601466844, 10.31920779985021 43.58958502959634, 10.32498967649398 43.58892173591974, 10.32528258128224 43.58863373813374, 10.32529938919681 43.5886132889581, 10.31917549072925 43.5893160360573, 10.31608332989978 43.58955311859285))"
10.320025,43.587928999999995,"Depositi Costieri del Tirreno","#0000ff","2019-10-20 17:00:00","2019-10-20 16:00:00","eni","R1","2019-10-20 14:00:00",0,"POLYGON ((10.31852329010607 43.58936604166372, 10.31864694355007 43.58943291522836, 10.31885573052685 43.58952416932433, 10.3190594510505 43.58959443003162, 10.31920779985021 43.58958502959634, 10.3216286274478 43.58930731359917, 10.32177893317116 43.58920797477017, 10.32194240301731 43.58907645470754, 10.32203214236847 43.58898822140402, 10.31917549072925 43.5893160360573, 10.31852329010607 43.58936604166372))"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2019-10-20 17:00:00","2019-10-20 16:00:00","eni","R1","2019-10-20 14:00:00",0,"POLYGON ((10.35097632099895 43.58644747466361, 10.35092196115169 43.58618024483741, 10.33778221393266 43.58718082417779, 10.32634711735971 43.58849305706152, 10.32640137543874 43.58875978660103, 10.33784016602857 43.5874475348991, 10.35097632099895 43.58644747466361))"
10.321111111111101,43.5884722222222,"Toscopetrol","#abffc2","2019-10-20 17:00:00","2019-10-20 16:00:00","eni","R1","2019-10-20 14:00:00",0,"POLYGON ((10.31857459971611 43.58936210764699, 10.31862572805595 43.58944093517538, 10.31876712211698 43.58961295407244, 10.31920779985021 43.58958502959634, 10.32381200166493 43.5890568381219, 10.32387510741689 43.58887312979583, 10.32389518567233 43.58877442813419, 10.31917549072925 43.5893160360573, 10.31857459971611 43.58936210764699))"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2019-06-30 05:54:00","2019-06-30 04:54:00","eni","R1","2019-06-30 02:54:00",0,"POLYGON ((10.31573180749815 43.58932078629489, 10.31611212421457 43.58957214966823, 10.32412867252444 43.58957214966823, 10.32451047407319 43.58931980492213, 10.32453154991209 43.58930284779461, 10.31591858563198 43.58930360470134, 10.31573180749815 43.58932078629489))"
10.320025,43.587928999999995,"Depositi Costieri del Tirreno","#0000ff","2019-06-30 05:54:00","2019-06-30 04:54:00","eni","R1","2019-06-30 02:54:00",0,"POLYGON ((10.31841542876344 43.58930338527893, 10.31845142801022 43.5893271776066, 10.31864694355007 43.58943291522836, 10.31885573052685 43.58952416932433, 10.31899484926278 43.58957214966823, 10.32105515073722 43.58957214966823, 10.32119426947315 43.58952416932433, 10.32140305644993 43.58943291522836, 10.32159857198978 43.5893271776066, 10.3216349993355 43.58930310234328, 10.31841542876344 43.58930338527893))"
