"data_evento","end","geometry","meteo","recettore","start","uid"
"2019-07-02 00:00:00","2019-07-02 03:45:00","POLYGON ((10.35713596259637 43.55447015032239, 10.35336610328246 43.55668251343599, 10.34950031897895 43.557539013974, 10.34196060035113 43.56196343363619, 10.33139361581856 43.56490266599931, 10.32134065764813 43.57080109901359, 10.3164394853512 43.57285124247765, 10.31141300626599 43.57580014199451, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31112476482378 43.57562986481642, 10.31620625779656 43.57264111130288, 10.32115545578321 43.57056705472608, 10.33116041030364 43.56469253959418, 10.34182792068599 43.56171124210477, 10.34926714636758 43.55732888465436, 10.35325789324016 43.55642421769738, 10.35690280843704 43.55426001700462, 10.35713596259637 43.55447015032239))","lamma","R9","2019-07-02 01:45:00",19
"2019-07-02 00:00:00","2019-07-02 04:00:00","POLYGON ((10.36593230099549 43.54930765385445, 10.36206651669198 43.55016425921223, 10.35452679806416 43.55458922036755, 10.34395981353159 43.55752881247992, 10.33390685536116 43.56342796749528, 10.32900568306423 43.56547836192661, 10.32397920397902 43.56842762244809, 10.31380329771303 43.57753179497422, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.3135700388695 43.57732167173094, 10.32369099779627 43.56825734495941, 10.32877248407929 43.56526823040764, 10.33372167620569 43.56319392285402, 10.34372663658069 43.55731868572985, 10.35439413468147 43.55433702848096, 10.36183337263616 43.54995412954796, 10.36582410423414 43.54904935776218, 10.36593230099549 43.54930765385445))","lamma","R9","2019-07-02 02:00:00",20
"2019-07-02 00:00:00","2019-07-02 04:15:00","POLYGON ((10.37640251617576 43.539020972388, 10.36886279754793 43.54344675160269, 10.35829581301536 43.54638688720537, 10.34824285484494 43.55228713298219, 10.34334168254801 43.55433790656181, 10.33831520346279 43.55728771247024, 10.3281392971968 43.56639356875613, 10.31557309948377 43.57376633728325, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31530190926126 43.57358185498028, 10.32790608152489 43.56618344499128, 10.33802705053182 43.55711743451226, 10.34310852671143 43.55412777452274, 10.34805770998719 43.55205308780642, 10.35806267920422 43.5461767599341, 10.36873015875637 43.54319455917946, 10.3761694152469 43.53881084220299, 10.37640251617576 43.539020972388))","lamma","R9","2019-07-02 02:15:00",21
"2019-07-02 00:00:00","2019-07-02 04:30:00","POLYGON ((10.38457054468923 43.5342260116139, 10.37400356015666 43.53716659688767, 10.36395060198623 43.54306774513493, 10.3590494296893 43.54511883241293, 10.35402295060409 43.54806908956176, 10.3438470443381 43.55717633895111, 10.33128084662506 43.5645502356075, 10.31694484714129 43.5756888026982, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31671158996566 43.57547868258244, 10.33100969788834 43.5643657528971, 10.34361386437332 43.55696621475467, 10.35373484171751 43.54789881121542, 10.35881630954062 43.54490869994348, 10.36376548549605 43.54283369951684, 10.3737704620263 43.53695646918511, 10.38443792623692 43.5339738187466, 10.38457054468923 43.5342260116139))","lamma","R9","2019-07-02 02:30:00",22
"2019-07-02 00:00:00","2019-07-02 04:45:00","POLYGON ((10.37965834912752 43.53384694718182, 10.36960539095709 43.53974842031481, 10.36470421866016 43.54179962052298, 10.35967773957495 43.54475004011654, 10.34950183330896 43.55385779101761, 10.33693563559593 43.56123209379605, 10.32259963611216 43.57237127445467, 10.30689188897087 43.58158617942627, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.30665862645885 43.58137604930208, 10.32236639179723 43.57216115418336, 10.33666450179082 43.56104761093896, 10.34926866619594 43.55364766666578, 10.35938964654088 43.54457976163036, 10.3644711113563 43.54158948789859, 10.36942028467698 43.53951437453745, 10.37942526383944 43.53363681932399, 10.37965834912752 43.53384694718182))","lamma","R9","2019-07-02 02:45:00",23
"2019-07-02 00:00:00","2019-07-02 05:00:00","POLYGON ((10.37526017992796 43.54306774513493, 10.37035900763103 43.54511883241293, 10.36533252854582 43.54806908956176, 10.35515662227983 43.55717633895111, 10.3425904245668 43.5645502356075, 10.32825442508302 43.5756888026982, 10.31254667794173 43.58490319999999, 10.30689188897087 43.58822003781061, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.30712515748313 43.58800989642568, 10.31231340256691 43.5846930700307, 10.32802116790739 43.57547868258243, 10.34231927583008 43.5643657528971, 10.35492344231505 43.55696621475467, 10.36504441965925 43.54789881121542, 10.37012588748235 43.54490869994348, 10.37507506343777 43.54283369951684, 10.37526017992796 43.54306774513493))","lamma","R9","2019-07-02 03:00:00",24
"2019-07-02 00:00:00","2019-07-02 05:15:00","POLYGON ((10.37427861465682 43.55024401691189, 10.36925213557161 43.55319402321087, 10.35907622930563 43.56230049815757, 10.34651003159259 43.56967376767357, 10.33217403210882 43.58081138728266, 10.31646628496753 43.59002500063249, 10.31081149599667 43.59334155621735, 10.3051567070258 43.59002500063251, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.30548134220889 43.5898937342816, 10.31104478437348 43.59313141507052, 10.31623298972695 43.58981487090238, 10.33194075507071 43.58060126740705, 10.34623885979499 43.56948928518967, 10.35884302949218 43.56209037420106, 10.36896400220191 43.55302374508042, 10.37404547467017 43.5500338846817, 10.37427861465682 43.55024401691189))","lamma","R9","2019-07-02 03:15:00",25
"2019-07-02 00:00:00","2019-07-02 05:30:00","POLYGON ((10.37498598061414 43.55644058230992, 10.36481007434815 43.56554656662259, 10.35224387663512 43.57291943882525, 10.33790787715134 43.58405645817467, 10.32220013001005 43.59326957486608, 10.31654534103919 43.59658595165197, 10.31089055206832 43.59326957486608, 10.30697094504253 43.58814805033383, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.30719913618068 43.58793498400998, 10.31121520472039 43.59313830862764, 10.31677864200257 43.59637581065596, 10.32196682218214 43.59305944528749, 10.33767458752796 43.58384633845121, 10.35197269022569 43.57273495648484, 10.3645768619582 43.56533644281807, 10.37469783173143 43.55627030431624, 10.37498598061414 43.55644058230992))","lamma","R9","2019-07-02 03:30:00",26
"2019-07-02 00:00:00","2019-07-02 05:45:00","POLYGON ((10.37245520107151 43.56987438582716, 10.35988900335848 43.57724672827518, 10.34555300387471 43.58838294727309, 10.32984525673342 43.59759540174894, 10.32419046776255 43.60091154013468, 10.31853567879169 43.59759540174897, 10.31461607176589 43.59247424535276, 10.30888222672337 43.58922962824144, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.3091104185854 43.58901656005563, 10.31484427932013 43.59226117923102, 10.31886035473882 43.59746413566051, 10.32442378551025 43.60070139933978, 10.32961193212017 43.59738527237235, 10.34531969746877 43.58817282775248, 10.35961779746404 43.57706224612608, 10.37222197191067 43.5696642622253, 10.37245520107151 43.56987438582716))","lamma","R9","2019-07-02 03:45:00",27
"2019-07-02 00:00:00","2019-07-02 06:00:00","POLYGON ((10.36625994229462 43.5808525652801, 10.35192394281085 43.59198811731389, 10.33621619566956 43.60120001993968, 10.33056140669869 43.60451595965726, 10.32490661772783 43.6012000199397, 10.32098701070203 43.59607917032562, 10.3152531656595 43.59283474756771, 10.30760803893614 43.58850857846249, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.3078362303156 43.588295511518, 10.31548137120153 43.5926216795502, 10.32121523193823 43.59586610437229, 10.3252313130902 43.60106875397621, 10.33079473843525 43.60430581902992, 10.33598285706659 43.60098989073144, 10.3516906224175 43.59177799796232, 10.36598872016042 43.58066808329043, 10.36625994229462 43.5808525652801))","lamma","R9","2019-07-02 04:00:00",28
"2019-07-02 00:00:00","2019-07-02 06:15:00","POLYGON ((10.36084325732144 43.5970349925781, 10.34513551018015 43.60624612260808, 10.33948072120929 43.60956178418822, 10.33382593223842 43.60624612260809, 10.32990632521262 43.60112570249218, 10.3241724801701 43.59788155183107, 10.31652735344673 43.59355574551922, 10.3101564145106 43.5899506693825, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31038460685516 43.58973759995536, 10.31675556397857 43.59334267881046, 10.324400704867 43.59766848404915, 10.33013456560647 43.60091263677461, 10.33415065478626 43.60611485681955, 10.33971407253322 43.60935164379546, 10.34490215198862 43.60603599363548, 10.36060991734275 43.59682487346315, 10.36084325732144 43.5970349925781))","lamma","R9","2019-07-02 04:15:00",29
"2019-07-02 00:00:00","2019-07-02 06:30:00","POLYGON ((10.34969386749573 43.60744746402989, 10.34403907852487 43.61076305938918, 10.33838428955401 43.60744746402988, 10.33446468252821 43.60232714617178, 10.32873083748568 43.59908306029332, 10.32108571076231 43.59475734035776, 10.31471477182618 43.59115233620079, 10.30579545731558 43.58610496758921, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.30592209963311 43.58585112765135, 10.31494296873037 43.59093926682972, 10.32131392585456 43.5945442737051, 10.32895906674359 43.59886999256748, 10.33469292748371 43.60211408051033, 10.338709018575 43.607316198283, 10.34427243451277 43.61055291905227, 10.34946050463995 43.6072373351134, 10.34969386749573 43.60744746402989))","lamma","R9","2019-07-02 04:30:00",30
"2019-07-02 00:00:00","2019-07-02 06:45:00","POLYGON ((10.35594649006193 43.6144225448053, 10.35029170109106 43.61110715118581, 10.34637209406526 43.60598714485305, 10.34063824902274 43.60274325633295, 10.33299312229938 43.59841779954019, 10.32662218336324 43.59481301466737, 10.31770286885264 43.58976595305135, 10.31314451153706 43.58856425855294, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31328920096429 43.58831556560098, 10.31782951889316 43.58951211328915, 10.32685039415936 43.59459994546712, 10.33322135128587 43.59820473305851, 10.3408664921767 43.60253018877798, 10.34660035291884 43.60577407936258, 10.35061644983397 43.61097588556579, 10.35617986025965 43.61421240463852, 10.35594649006193 43.6144225448053))","lamma","R9","2019-07-02 04:45:00",31
"2019-07-02 00:00:00","2019-07-02 07:00:00","POLYGON ((10.35661695080314 43.61718434070442, 10.35269734377734 43.61206485172942, 10.34696349873482 43.60882129096717, 10.33931837201145 43.60449627118206, 10.33294743307531 43.60089185047982, 10.32402811856472 43.59584529869883, 10.31946976124913 43.59464372558411, 10.30756234971207 43.59098303681979, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.30785864834142 43.59082016239503, 10.31961446532585 43.59439503292365, 10.32415478143306 43.59559145922832, 10.33317566694582 43.60067878156319, 10.3395466240762 43.60428320498427, 10.34719176497004 43.60860822369595, 10.35292562571551 43.61185178652289, 10.35694173230402 43.6170530752951, 10.35661695080314 43.61718434070442))","lamma","R9","2019-07-02 05:00:00",32
"2019-07-02 00:00:00","2019-07-02 07:15:00","POLYGON ((10.36904927122842 43.62066594137728, 10.3633154261859 43.61742284451594, 10.35567029946253 43.61309844326141, 10.3492993605264 43.60949453799788, 10.3403800460158 43.60444870782575, 10.33582168870022 43.6032473065147, 10.32391427716316 43.59958714114074, 10.31758902745109 43.59350817351365, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31780686006964 43.59328944384291, 10.32421061811849 43.59942426706503, 10.33596641351653 43.60299861426678, 10.34050672704478 43.60419486876805, 10.34952762706384 43.60928146948264, 10.35589858419967 43.61288537746537, 10.36354372509778 43.61720977764624, 10.36927758584796 43.62045287657256, 10.36904927122842 43.62066594137728))","lamma","R9","2019-07-02 05:15:00",33
"2019-07-02 00:00:00","2019-07-02 07:30:00","POLYGON ((10.37750632828435 43.62700243881763, 10.36986120156099 43.62267872653853, 10.36349026262485 43.61907539541733, 10.35457094811426 43.61403036903861, 10.35001259079867 43.61282915909808, 10.33810517926161 43.60916957672381, 10.33177992954954 43.6030915772825, 10.31542800209846 43.59448797408245, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31568087199373 43.59429015672209, 10.33199779689822 43.60287284806144, 10.33840156737773 43.60900670303685, 10.35015733872361 43.6125804673096, 10.35469764937832 43.61377653044066, 10.36371856556069 43.61886232734913, 10.37008952270261 43.62246566118996, 10.37773466360546 43.62678937239514, 10.37750632828435 43.62700243881763))","lamma","R9","2019-07-02 05:30:00",34
"2019-07-02 00:00:00","2019-07-02 07:45:00","POLYGON ((10.38451436111411 43.63096556854978, 10.37814342217797 43.62736273413682, 10.36922410766738 43.62231840314455, 10.36466575035179 43.62111735876457, 10.35275833881473 43.61745828076133, 10.34643308910266 43.6113811189275, 10.33008116165158 43.60277870122827, 10.31589025955312 43.59319524762324, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31611845406846 43.59298217260996, 10.3303340663974 43.60258088424239, 10.34665098650637 43.61116239009541, 10.35305476774323 43.61729540741064, 10.36481051827465 43.62086866737351, 10.36935082644262 43.62206456494429, 10.37837175661254 43.6271496664553, 10.38474271375972 43.63075250358826, 10.38451436111411 43.63096556854978))","lamma","R9","2019-07-02 05:45:00",35
"2019-07-02 00:00:00","2019-07-02 08:00:00","POLYGON ((10.38955901204916 43.63480239188745, 10.38063969753857 43.62975868524307, 10.37608134022299 43.62855778951048, 10.36417392868593 43.62489916435329, 10.35784867897386 43.61882275455955, 10.34149675152277 43.6102214012541, 10.32730584942431 43.6006391332308, 10.31265268987119 43.59234811125975, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.31290076845525 43.59214712044169, 10.32753407219159 43.60042605856408, 10.34174968756711 43.61002358460443, 10.35806660336932 43.61860402607665, 10.36447039426713 43.6247362913045, 10.37622612610553 43.6283090984762, 10.38076643204022 43.62950484739983, 10.38978737477204 43.63458932455308, 10.38955901204916 43.63480239188745))","lamma","R9","2019-07-02 06:00:00",36
"2019-07-02 00:00:00","2019-07-02 08:15:00","POLYGON ((10.3886458540123 43.6305731089171, 10.38408749669672 43.62937222945691, 10.37218008515966 43.62571365387263, 10.36585483544759 43.61963732640447, 10.3495029079965 43.61103608961789, 10.33531200589805 43.60145395137987, 10.32065884634493 43.59316304168664, 10.30924325647373 43.58571823123209, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.3092947572581 43.58545082207613, 10.32090692828925 43.59296205090571, 10.33554023175848 43.60124087675108, 10.34975584746755 43.61083827300502, 10.36607276279823 43.61941859795979, 10.37247655475378 43.62555078085687, 10.38423228454556 43.62912353846168, 10.38877259023575 43.63031927111295, 10.3886458540123 43.6305731089171))","lamma","R9","2019-07-02 06:15:00",37
"2019-07-02 00:00:00","2019-07-02 08:30:00","POLYGON ((10.37950087824217 43.6282290928875, 10.36759346670511 43.62457044772358, 10.36126821699304 43.61849400470474, 10.34491628954195 43.60989260437442, 10.3307253874435 43.60031028397215, 10.31607222789038 43.59201921668781, 10.30465663801918 43.58457426474493, 10.29665048154545 43.58375921802439, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.29652992055617 43.58401461686223, 10.30470813782192 43.5843068555346, 10.31632030511832 43.59181822585477, 10.33095360896245 43.60009720929011, 10.34516922420336 43.60969478770988, 10.36148614019585 43.61827527620641, 10.36788993066681 43.62440757466144, 10.37964566333115 43.62798040183746, 10.37950087824217 43.6282290928875))","lamma","R9","2019-07-02 06:30:00",38
"2019-07-02 00:00:00","2019-07-02 08:45:00","POLYGON ((10.35174298990625 43.62016591461392, 10.34541774019418 43.61408902642514, 10.3290658127431 43.60548699602717, 10.31487491064464 43.59590397382009, 10.30022175109152 43.58761229940119, 10.28880616122032 43.58016680236133, 10.28080000474659 43.57935169597004, 10.28538662320114 43.58049576169847, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28525389044425 43.58074794910235, 10.28067945260845 43.57960709501965, 10.28885765724162 43.57989939294152, 10.30046981015082 43.58741130836741, 10.31510311543921 43.59569089893292, 10.32931872887662 43.60528917916364, 10.34563564741861 43.61387029772013, 10.35203943217053 43.62000304137309, 10.35174298990625 43.62016591461392))","lamma","R9","2019-07-02 06:45:00",39
"2019-07-02 00:00:00","2019-07-02 09:00:00","POLYGON ((10.32805769417638 43.60926415615862, 10.31170576672529 43.60066143569198, 10.29751486462684 43.59107764484759, 10.28286170507372 43.58278530547707, 10.27144611520252 43.575339211431, 10.26343995872879 43.57452403968657, 10.26802657718334 43.57566819714356, 10.2838770539822 43.58007598884132, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28374431900014 43.58032817538832, 10.26789385509885 43.57592038478025, 10.2633194162832 43.57477943896811, 10.27149760708291 43.57507180178175, 10.28310974423723 43.58258431422341, 10.29774305110717 43.59086456973574, 10.31195866256965 43.60046361861047, 10.32827558390348 43.6090454272272, 10.32805769417638 43.60926415615862))","lamma","R9","2019-07-02 07:00:00",40
"2019-07-02 00:00:00","2019-07-02 09:15:00","POLYGON ((10.29695997169909 43.59345835140576, 10.28276906960064 43.58387341334767, 10.26811591004752 43.57558008151746, 10.25670032017632 43.56813309642233, 10.24869416370259 43.56731782713641, 10.25328078215714 43.56846212150091, 10.269131258956 43.5728704406528, 10.2864913049738 43.57769822950399, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28628408994125 43.57792231707509, 10.26899853990286 43.5731226275474, 10.25314807599833 43.56871430948512, 10.24857363572051 43.56757322676415, 10.25675180587751 43.56786568643061, 10.26836391952194 43.57537908993559, 10.2829972287519 43.58366033790043, 10.29721283726733 43.59326053399889, 10.29695997169909 43.59345835140576))","lamma","R9","2019-07-02 07:15:00",41
"2019-07-02 00:00:00","2019-07-02 09:30:00","POLYGON ((10.26378947489958 43.58095107828319, 10.24913631534646 43.57265734390754, 10.23772072547526 43.56520999739949, 10.22971456900153 43.56439468855039, 10.23430118745608 43.5655390384451, 10.25015166425494 43.56994757153437, 10.26751171027274 43.57477559469982, 10.28225750529894 43.58198091492398, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28218049758549 43.58224506522941, 10.26730450531215 43.57499968241051, 10.25001895166155 43.57019975856999, 10.2341684877557 43.56579122657027, 10.22959404688492 43.56465008831857, 10.23777220867056 43.56494258726885, 10.2493843127809 43.57245635219255, 10.26401762296792 43.58073800269991, 10.26378947489958 43.58095107828319))","lamma","R9","2019-07-02 07:30:00",42
"2019-07-02 00:00:00","2019-07-02 09:45:00","POLYGON ((10.23127519804086 43.56716422154594, 10.21985960816966 43.55971619583497, 10.21185345169593 43.55890081263479, 10.21644007015048 43.56004526688737, 10.23229054694934 43.564454202029, 10.24965059296714 43.56928266554105, 10.26439638799335 43.57648864300908, 10.28337598269441 43.57941119467036, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28323125279748 43.57965986900869, 10.26431938733094 43.57675279357721, 10.24944340693211 43.56950675351413, 10.23215784649405 43.56470638932961, 10.21630738258573 43.56029745527746, 10.21173294060076 43.55915621266691, 10.21991108665631 43.55944878544324, 10.23152317285172 43.56696322958073, 10.23127519804086 43.56716422154594))","lamma","R9","2019-07-02 07:45:00",43
"2019-07-02 00:00:00","2019-07-02 10:00:00","POLYGON ((10.20033622467534 43.5559251990337, 10.1923300682016 43.55510976453196, 10.19691668665616 43.55625429079055, 10.21276716345501 43.56066350334468, 10.23012720947281 43.56549227069195, 10.24487300449902 43.57269870165238, 10.26385259920008 43.57562143725515, 10.28171371650567 43.58111378827088, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28161785626327 43.58137465803178, 10.26370787843691 43.57587011177652, 10.24479600870102 43.57296285240179, 10.22992003649425 43.56571635884607, 10.21263447137362 43.56091569082817, 10.1967840074636 43.55650647936346, 10.19220956470995 43.55536516474623, 10.20038769991356 43.55565778846182, 10.20033622467534 43.5559251990337))","lamma","R9","2019-07-02 08:00:00",44
"2019-07-02 00:00:00","2019-07-02 10:15:00","POLYGON ((10.17195088374592 43.54944019518427, 10.17653750220047 43.55058482911954, 10.19238797899933 43.55499445651225, 10.20974802501713 43.55982367821019, 10.22449382004333 43.56703078731647, 10.2434734147444 43.56995379798263, 10.26133453204999 43.57544666593233, 10.28085791554432 43.57923643434699, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28072517611215 43.57948861918024, 10.26123868086145 43.57570753596521, 10.24332870763755 43.57020247277772, 10.22441683151835 43.56729493833699, 10.20954087155994 43.56004776663507, 10.19225529943817 43.5552466442692, 10.1764048355256 43.55083701796586, 10.17183039162267 43.54969559567092, 10.17195088374592 43.54944019518427))","lamma","R9","2019-07-02 08:15:00",45
"2019-07-02 00:00:00","2019-07-02 10:30:00","POLYGON ((10.15202219237827 43.54680803304325, 10.16787266917713 43.55121793676288, 10.18523271519493 43.55604746110707, 10.19997851022113 43.56325502193111, 10.2189581049222 43.56617821581896, 10.23681922222779 43.57167142810205, 10.25634260572212 43.57546143410755, 10.27672179017779 43.58112855505624, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.27664477145381 43.58139270353738, 10.25620987463635 43.57571361912302, 10.23672337706914 43.57193229831612, 10.21881340691051 43.56642689079641, 10.19990152654 43.56351917313223, 10.18502557473904 43.55627154971231, 10.16773999795448 43.55147012470201, 10.15188953404021 43.54706022207169, 10.15202219237827 43.54680803304325))","lamma","R9","2019-07-02 08:30:00",46
"2019-07-02 00:00:00","2019-07-02 10:45:00","POLYGON ((10.1462904857662 43.54457798851706, 10.163650531784 43.54940804492868, 10.17839632681021 43.55661639989557, 10.19737592151127 43.55953991589647, 10.21523703881687 43.56503373353523, 10.23476042231119 43.56882415723751, 10.25513960676687 43.57449190281409, 10.27965491658908 43.5782669638338, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.27951018178469 43.57851563586949, 10.25506259656527 43.57475605161289, 10.23462770589629 43.56907634257339, 10.21514120425726 43.56529460406786, 10.19723123948658 43.55978859119451, 10.17831935164335 43.55688055141423, 10.1634434141811 43.54963213385105, 10.14615782920056 43.54483017677649, 10.1462904857662 43.54457798851706))","lamma","R9","2019-07-02 08:45:00",47
"2019-07-02 00:00:00","2019-07-02 11:00:00","POLYGON ((10.14327134732832 43.54373793919854, 10.15801714235452 43.55094697229211, 10.17699673705559 43.55387076334862, 10.19485785436118 43.55936509790681, 10.21438123785551 43.56315587828468, 10.23476042231119 43.56882415723749, 10.2592757321334 43.5725995735488, 10.28085791554432 43.57923643434699, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28072517611215 43.57948861918024, 10.25913101098812 43.57284824585845, 10.23468341938546 43.56908830630758, 10.21424853396565 43.56340806389417, 10.19476202885036 43.5596259687115, 10.17685206867957 43.55411943892046, 10.15794017445661 43.55121112408192, 10.14306424923582 43.54396202839174, 10.14327134732832 43.54373793919854))","lamma","R9","2019-07-02 09:00:00",48
"2019-07-02 00:00:00","2019-07-02 11:15:00","POLYGON ((10.1391475271178 43.54569702672828, 10.15812712181886 43.54862107246348, 10.17598823912445 43.55411588564615, 10.19551162261878 43.557906996276, 10.21589080707446 43.56357576909097, 10.24040611689666 43.5673515143728, 10.26198830030759 43.57398895352848, 10.28236748476326 43.5796562130575, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.28223474755611 43.57990839874763, 10.26185557247698 43.57424113861504, 10.2402614083963 43.56760018693614, 10.21581381088436 43.56383991841228, 10.19537893032398 43.55815918213887, 10.17589242199054 43.55437675670276, 10.15798246607809 43.54886974828887, 10.1390705659491 43.54596117876918, 10.1391475271178 43.54569702672828))","lamma","R9","2019-07-02 09:15:00",49
"2019-07-02 00:00:00","2019-07-02 11:30:00","POLYGON ((10.13387630322739 43.54831426836719, 10.15173742053298 43.55380910952038, 10.17126080402731 43.55760023944995, 10.19163998848299 43.56326904112588, 10.21615529830519 43.56704480563255, 10.23773748171612 43.57368227858706, 10.25811666617179 43.57934956697785, 10.27698628140853 43.58459658064449, 10.3012371 43.5849032, 10.3012371 43.5849032, 10.27697976725951 43.58486655606895, 10.25798392964267 43.57960175268278, 10.23760475456344 43.57393446368841, 10.21601059054372 43.56729347821071, 10.19156299268648 43.56353319046185, 10.17112811241006 43.55785242532762, 10.15164160388856 43.55406998059171, 10.13373164822495 43.54856294420739, 10.13387630322739 43.54831426836719))","lamma","R9","2019-07-02 09:30:00",50
